period_num,btc_price_usd,exchange_rate_btc_per_stbtc,stbtc_assets_btc,stbtc_supply,fees_total_btc,weighted_gas_score,weighted_mbar,weighted_k,weighted_s_eff,weighted_fee_return_period,weighted_fee_apy_annualized,stbtc_return_period,stbtc_apy_annualized
1,79739.85023475386,1.5528138166413235,1562.277194473509,1006.0943415950887,647.7208858384962,103792867143.76698,1.7535949143046523,0.5,0.688398728576163,0.4458902342834468,82.48796848323244,0.5528138166413235,195.53171320811913
2,91698.8541267479,2.3161708409676836,2344.48793846256,1012.2258241896551,819.4753805107445,119903733746.20123,1.753594914304652,0.5,0.688398728576163,0.361092008536408,39.42497957216317,0.49159597637885,120.28705138659177
3,134088.4519610956,3.353452092150696,3415.1377506085714,1018.3946741336371,1023.3692275992431,140514788082.5631,1.7535949143046523,0.5,0.688398728576163,0.3004861162157517,22.402844187670908,0.4478431525153135,83.85124089316538
4,64909.098834456985,4.606944714978232,4720.28071085848,1024.6011191564264,981.8338232789746,126671834034.8007,1.753594914304652,0.5,0.688398728576163,0.19791094971143589,7.731611739754321,0.3737917192142213,44.19087299466925
5,106203.04586294528,5.990467467783835,6175.245763377084,1030.845388375276,659.1421180229729,73477461879.74039,1.7535949143046519,0.5,0.688398728576163,0.0961283075716676,2.0084079167424904,0.30031242795413937,22.365364527456034
6,121376.03745350274,8.050781613938693,8349.688717521381,1037.1277123037567,1404.3218383814408,175991718189.28427,1.7535949143046525,0.5,0.6883987285761631,0.15654978038069892,4.727590574000038,0.34393211502024346,33.71586454644968
7,200733.74607003236,10.203895365755972,10647.237506039737,1043.4483228602687,613.6862559952898,81884817199.09914,1.753594914304652,0.5,0.688398728576163,0.05059599856522931,0.8081269040491865,0.2674415795963827,16.184440846510515
8,232216.96935684793,12.90503888230628,13547.806004759983,1049.8074533766016,724.1774390071193,109597724194.96959,1.7535949143046523,0.5,0.688398728576163,0.04682180030202683,0.7317017670987882,0.26471689680543786,15.746337902776574
9,500735.4087070327,16.671012438715515,17608.012337747507,1056.2053386065488,1660.3648692906688,254926881318.76947,1.753594914304652,0.5,0.688398728576163,0.08436739237265696,1.6431231290497688,0.2918219457341309,20.598913134323183
10,248302.6512604549,20.88664212698238,22195.027648184998,1062.6422147345734,777.9404150887606,109498876290.50388,1.7535949143046523,0.5,0.688398728576163,0.030414176363737316,0.43265592619301496,0.25287184589202294,13.95821600395763
11,822968.7126879233,26.43394259742064,28261.012284461423,1069.1183193845275,1548.6364874782937,219424863023.01276,1.7535949143046523,0.5,0.688398728576163,0.04803235237663203,0.7558858231767933,0.2655908229150912,15.885728572106043
12,1825466.9105172371,33.135225074501214,35641.37109686947,1075.633891628424,1284.9201358233802,174735486499.29102,1.753594914304652,0.5,0.688398728576163,0.031298857200138766,0.44748622017857853,0.2535105178648027,14.049975338315486
